time (Quelle1);light Level2
54.802;0.953338623046875
54.909;0.957183837890625
55.116;0.95330810546875
55.217;0.9609527587890625
55.317;0.9610595703125
55.418;0.9571380615234375
55.521;0.9571990966796875
55.625;0.9533233642578125
55.729;0.9180450439453125
55.83;0.5314483642578125
55.934;0.48834228515625
56.04;0.5079498291015625
56.14;0.53143310546875
56.246;0.550872802734375
56.346;0.5625
56.451;0.55487060546875
56.557;0.65643310546875
56.664;0.953125
56.766;0.949371337890625
56.863;0.945404052734375
56.974;0.5860748291015625
57.076;0.4570465087890625
57.178;0.45318603515625
57.278;0.4493865966796875
57.382;0.9454498291015625
57.478;0.94940185546875
57.582;0.93768310546875
57.687;0.5547943115234375
57.791;0.44140625
57.899;0.4375152587890625
57.996;0.65252685546875
58.097;0.9494171142578125
58.206;0.9572601318359375
58.299;0.9610595703125
58.4;0.964874267578125
58.506;0.9648895263671875
58.608;0.964874267578125
58.711;0.96490478515625
58.825;0.9649200439453125
59.226;0.96490478515625
59.331;0.9649200439453125
59.53;0.96490478515625
59.741;0.9649200439453125
59.844;0.964874267578125
59.946;0.9649200439453125
60.048;0.96490478515625
60.15;0.9649200439453125
60.253;0.96490478515625
60.356;0.9649200439453125
60.563;0.9649505615234375
60.665;0.964935302734375
60.767;0.9649505615234375
60.974;0.9649200439453125
61.076;0.9649505615234375
61.181;0.9649200439453125
61.281;0.9649505615234375
61.382;0.96490478515625
61.485;0.9649505615234375
61.797;0.964935302734375
61.897;0.9649505615234375
62;0.9649200439453125
62.103;0.9649505615234375
62.311;0.9649200439453125
62.41;0.96490478515625
62.617;0.9649200439453125
62.718;0.96490478515625
63.03;0.9649200439453125
63.131;0.9648895263671875
63.339;0.964874267578125
63.644;0.9648895263671875
63.75;0.964874267578125
63.85;0.9648895263671875
64.058;0.96484375
64.162;0.9648895263671875
64.366;0.96484375
64.476;0.964874267578125
64.571;0.9648895263671875
64.776;0.964874267578125
64.88;0.9648895263671875
65.296;0.9611358642578125
65.405;0.9611663818359375
65.494;0.9648590087890625
65.598;0.9648895263671875
65.701;0.964874267578125
65.805;0.9611053466796875
65.906;0.9572601318359375
66.009;0.9571685791015625
66.113;0.6875
66.219;0.5586395263671875
66.321;0.5665740966796875
66.421;0.574310302734375
66.523;0.5742645263671875
66.63;0.957183837890625
66.731;0.9610137939453125
66.937;0.9610443115234375
67.04;0.9610137939453125
67.139;0.9610443115234375
67.246;0.9610137939453125
67.451;0.9609832763671875
67.554;0.9064178466796875
67.654;0.58203125
67.756;0.539276123046875
67.86;0.5392303466796875
67.964;0.5430145263671875
68.066;0.9571380615234375
68.172;0.9609375
68.274;0.96099853515625
68.375;0.9610443115234375
68.479;0.96099853515625
68.584;0.9610443115234375
68.681;0.9610137939453125
68.784;0.9336395263671875
68.89;0.53533935546875
68.991;0.50787353515625
69.093;0.511871337890625
69.2;0.5157318115234375
69.3;0.9609375
69.402;0.9610443115234375
69.504;0.9610748291015625
69.609;0.9648895263671875
69.815;0.9649200439453125
69.915;0.964874267578125
70.017;0.96490478515625
70.226;0.9649200439453125
70.431;0.96490478515625
70.535;0.9648895263671875
70.641;0.9649200439453125
70.944;0.96490478515625
71.15;0.9648895263671875
71.256;0.964874267578125
71.353;0.96490478515625
71.56;0.9649200439453125
71.666;0.96490478515625
71.874;0.9649200439453125
72.076;0.96490478515625
72.179;0.9649200439453125
72.386;0.96490478515625
72.695;0.9649200439453125
72.798;0.96490478515625
72.898;0.9649200439453125
73.013;0.96490478515625
73.102;0.9649200439453125
73.516;0.96490478515625
73.616;0.9648895263671875
73.719;0.9649200439453125
73.929;0.96490478515625
74.027;0.9649200439453125
74.131;0.96490478515625
74.236;0.9649200439453125
74.751;0.96490478515625
74.866;0.9649200439453125
75.059;0.96490478515625
75.162;0.9649200439453125
75.261;0.96490478515625
75.468;0.9649200439453125
75.882;0.96490478515625
75.988;0.9649200439453125
76.085;0.96490478515625
76.394;0.9649200439453125
76.502;0.96490478515625
76.603;0.9649200439453125
76.702;0.9648895263671875
77.012;0.964874267578125
77.223;0.9648895263671875
77.422;0.964874267578125
77.526;0.96490478515625
77.73;0.9648895263671875
78.658;0.964874267578125
78.762;0.9648895263671875
78.966;0.964874267578125
79.068;0.9648895263671875
79.172;0.964874267578125
79.376;0.9648895263671875
79.48;0.964874267578125
79.684;0.9648895263671875
79.891;0.964874267578125
80.302;0.9648895263671875
80.507;0.964874267578125
80.614;0.9648895263671875
80.715;0.964874267578125
80.814;0.9648895263671875
81.022;0.964874267578125
81.332;0.9648895263671875
81.743;0.964874267578125
81.855;0.9648895263671875
81.949;0.964874267578125
82.666;0.9648895263671875
82.773;0.964874267578125
82.877;0.9648895263671875
83.181;0.964874267578125
83.284;0.9648895263671875
83.695;0.964874267578125
83.9;0.9648895263671875
84.111;0.964874267578125
84.207;0.9648895263671875
84.314;0.964874267578125
84.825;0.9648895263671875
85.345;0.964874267578125
85.65;0.9648895263671875
85.855;0.9649200439453125
85.956;0.964874267578125
86.163;0.96490478515625
86.266;0.9648895263671875
86.367;0.964874267578125
86.473;0.9648895263671875
86.575;0.9648590087890625
86.677;0.964874267578125
86.78;0.9648895263671875
86.985;0.964874267578125
87.191;0.9648895263671875
87.399;0.964874267578125
87.502;0.9648895263671875
87.608;0.964874267578125
87.807;0.9648895263671875
88.012;0.964874267578125
88.115;0.9648895263671875
88.221;0.964874267578125
88.322;0.9648895263671875
88.628;0.964874267578125
88.734;0.9648895263671875
88.841;0.964874267578125
88.94;0.9648895263671875
89.247;0.964874267578125
89.349;0.9648895263671875
89.557;0.964874267578125
89.669;0.9648895263671875
90.175;0.96490478515625
90.276;0.964874267578125
90.481;0.96484375
90.584;0.964874267578125
90.687;0.9648895263671875
90.791;0.964874267578125
90.895;0.9648895263671875
90.998;0.964874267578125
91.407;0.9648895263671875
91.616;0.964874267578125
91.715;0.9648895263671875
91.818;0.964874267578125
91.922;0.9648895263671875
92.126;0.964874267578125
92.229;0.9648590087890625
92.332;0.964874267578125
92.742;0.9648590087890625
92.848;0.964874267578125
93.159;0.9648895263671875
93.466;0.964874267578125
93.667;0.9648590087890625
93.774;0.964874267578125
94.183;0.9648895263671875
94.288;0.964874267578125
94.593;0.9648895263671875
94.901;0.96484375
95.004;0.9648895263671875
95.21;0.964874267578125
95.415;0.9648895263671875
95.623;0.964874267578125
95.74;0.9648895263671875
96.34;0.964874267578125
96.546;0.9648895263671875
96.657;0.9648590087890625
96.752;0.964874267578125
96.854;0.9648895263671875
97.163;0.964874267578125
97.264;0.9648895263671875
97.473;0.964874267578125
97.677;0.9648895263671875
97.778;0.96490478515625
97.882;0.964874267578125
97.988;0.9648895263671875
98.093;0.964874267578125
98.194;0.9648590087890625
98.295;0.964874267578125
98.398;0.96484375
98.505;0.9611663818359375
98.605;0.9611358642578125
98.703;0.96112060546875
98.812;0.9611358642578125
99.012;0.9611053466796875
99.116;0.961090087890625
99.322;0.9611358642578125
99.425;0.9611053466796875
99.531;0.9611358642578125
99.633;0.9611053466796875
99.738;0.961090087890625
99.841;0.96112060546875
99.939;0.9611053466796875
100.047;0.96112060546875
100.153;0.9611053466796875
100.252;0.96112060546875
100.352;0.9611358642578125
100.456;0.96112060546875
100.662;0.9611053466796875
100.768;0.96112060546875
100.865;0.9611358642578125
101.072;0.96112060546875
101.176;0.9611358642578125
101.48;0.9611053466796875
101.586;0.9611358642578125
101.794;0.96112060546875
101.896;0.9611053466796875
101.998;0.961090087890625
102.099;0.96112060546875
102.2;0.9611358642578125
102.304;0.96112060546875
102.409;0.9611053466796875
102.51;0.961090087890625
102.613;0.96112060546875
102.717;0.9611358642578125
102.82;0.96112060546875
102.924;0.9611053466796875
103.026;0.96112060546875
103.128;0.9611053466796875
103.544;0.961090087890625
103.649;0.9611053466796875
103.948;0.961090087890625
104.259;0.96112060546875
104.384;0.961090087890625
104.47;0.96112060546875
104.571;0.961151123046875
104.674;0.96484375
104.875;0.9648895263671875
105.188;0.96490478515625
105.29;0.9649200439453125
105.491;0.96490478515625
105.601;0.964935302734375
105.699;0.9649505615234375
106.005;0.9649810791015625
106.108;0.964935302734375
106.214;0.9649658203125
106.318;0.964935302734375
106.416;0.9649810791015625
106.52;0.9649505615234375
106.727;0.9649810791015625
106.93;0.9649658203125
107.035;0.9649810791015625
107.135;0.964935302734375
107.242;0.9649810791015625
107.754;0.964935302734375
107.962;0.9649810791015625
108.068;0.9649658203125
108.472;0.9649810791015625
108.578;0.9649505615234375
108.688;0.9649658203125
108.79;0.9649810791015625
109.197;0.9649505615234375
109.297;0.9649810791015625
109.407;0.964935302734375
109.499;0.9649658203125
109.603;0.964935302734375
109.707;0.9649810791015625
109.917;0.9649505615234375
110.116;0.964935302734375
110.533;0.9649200439453125
110.84;0.964874267578125
110.941;0.9649200439453125
111.143;0.96490478515625
111.251;0.9649200439453125
111.356;0.964935302734375
111.558;0.9649505615234375
111.668;0.964935302734375
111.764;0.9649505615234375
111.879;0.964935302734375
112.074;0.9649505615234375
112.586;0.96490478515625
112.692;0.9649200439453125
112.903;0.9649505615234375
113.207;0.96490478515625
113.306;0.9649200439453125
113.409;0.96490478515625
113.821;0.9649200439453125
114.241;0.96490478515625
114.54;0.9649200439453125
