time (Quelle1);light Level2
0;0.953277587890625
0.101;0.953338623046875
0.207;0.9572296142578125
0.312;0.9611663818359375
0.514;0.9648590087890625
0.615;0.961151123046875
0.719;0.96484375
0.824;0.9611663818359375
0.925;0.9648590087890625
1.235;0.96484375
1.339;0.9648590087890625
1.437;0.961151123046875
1.541;0.96484375
1.648;0.9610748291015625
1.753;0.96484375
1.849;0.964874267578125
1.962;0.9648895263671875
2.059;0.964874267578125
2.367;0.9648895263671875
2.468;0.964874267578125
2.571;0.9649200439453125
2.672;0.964874267578125
2.877;0.9648590087890625
2.983;0.9609832763671875
3.085;0.96099853515625
3.188;0.96112060546875
3.289;0.961151123046875
3.397;0.96484375
3.497;0.9648590087890625
3.703;0.96484375
3.802;0.9648590087890625
4.012;0.9648895263671875
4.218;0.9648590087890625
4.319;0.96484375
4.743;0.9648590087890625
Mai 14;0.96484375
5.245;0.9648895263671875
Mai 45;0.96484375
5.554;0.964874267578125
5.655;0.96484375
5.759;0.9648895263671875
5.861;0.9648590087890625
5.962;0.964874267578125
6.065;0.9648895263671875
6.372;0.964874267578125
6.683;0.9648895263671875
6.786;0.964874267578125
6.991;0.9648895263671875
7.195;0.96484375
07. Mrz;0.9648895263671875
7.402;0.96484375
7.508;0.9648895263671875
7.917;0.964874267578125
8.122;0.9648895263671875
8.226;0.964874267578125
8.536;0.9648895263671875
Aug 74;0.9648590087890625
8.846;0.9648895263671875
8.948;0.96484375
9.107;0.964874267578125
9.255;0.9648895263671875
9.458;0.964874267578125
9.668;0.9648895263671875
9.873;0.964874267578125
9.977;0.9648895263671875
10.076;0.964874267578125
Okt 18;0.9648895263671875
10.286;0.964874267578125
10.386;0.9648895263671875
10.795;0.964874267578125
11.003;0.9648895263671875
11.106;0.964874267578125
11.208;0.9648895263671875
11.415;0.964874267578125
12.032;0.9648895263671875
12.133;0.964874267578125
Dez 35;0.9648895263671875
12.545;0.964874267578125
12.747;0.9648895263671875
12.955;0.964874267578125
13. Jun;0.9648895263671875
13.263;0.964874267578125
13.368;0.9648895263671875
13.47;0.964874267578125
13.573;0.9648895263671875
13.882;0.964874267578125
14.189;0.9648895263671875
14.293;0.964874267578125
14.394;0.9648895263671875
14.706;0.964874267578125
14.806;0.9648895263671875
15.012;0.964874267578125
15.116;0.9648895263671875
15.421;0.964874267578125
15.525;0.9648895263671875
15.733;0.964874267578125
15.848;0.9648895263671875
16.041;0.964874267578125
16.145;0.9648895263671875
16.453;0.964874267578125
16.555;0.9648895263671875
16.758;0.964874267578125
17.89;0.9648895263671875
18.197;0.964874267578125
18.61;0.9648895263671875
18.818;0.964874267578125
19.021;0.9648895263671875
19.123;0.964874267578125
19.228;0.9648895263671875
19.74;0.964874267578125
19.949;0.9648895263671875
20.257;0.964874267578125
20.359;0.9648895263671875
21.078;0.964874267578125
21.18;0.9648895263671875
21.391;0.964874267578125
21.489;0.9648895263671875
21.59;0.964874267578125
21.902;0.9648895263671875
22.209;0.964874267578125
22.315;0.9648895263671875
22.419;0.964874267578125
22.519;0.9648895263671875
22.624;0.964874267578125
22.827;0.9649200439453125
22.931;0.964874267578125
23.138;0.96490478515625
23.342;0.964874267578125
23.445;0.9649200439453125
23.856;0.9648590087890625
23.96;0.9571075439453125
24.057;0.949310302734375
24.163;0.9492645263671875
24.268;0.945465087890625
24.372;0.9454345703125
24.469;0.9455413818359375
24.575;0.953155517578125
24.675;0.9531707763671875
24.778;0.9453277587890625
24.986;0.9492950439453125
25.091;0.9532623291015625
25.19;0.953338623046875
25.296;0.9532928466796875
25.397;0.94921875
25.506;0.953155517578125
25.602;0.9611053466796875
25.708;0.9648590087890625
26.114;0.964874267578125
26.222;0.96484375
26.323;0.9648590087890625
26.442;0.964874267578125
26.527;0.9648895263671875
26.631;0.964874267578125
26.939;0.9648895263671875
27.047;0.964874267578125
27.352;0.9648895263671875
27.556;0.964874267578125
27.763;0.9648895263671875
27.968;0.9649200439453125
28.071;0.964874267578125
28.173;0.9648895263671875
28.38;0.9649200439453125
28.481;0.9648895263671875
28.582;0.964874267578125
28.688;0.9648895263671875
28.896;0.9649200439453125
28.996;0.96490478515625
29.213;0.9648895263671875
29.405;0.964874267578125
29.61;0.9648895263671875
29.817;0.96490478515625
29.918;0.9649200439453125
30.024;0.9648895263671875
30.229;0.9649200439453125
30.33;0.96490478515625
30.438;0.9648895263671875
30.642;0.964874267578125
30.744;0.961151123046875
30.848;0.96112060546875
30.949;0.9611358642578125
31.051;0.96112060546875
31.151;0.9611358642578125
31.46;0.96112060546875
31.567;0.9611358642578125
31.872;0.96112060546875
31.976;0.9611358642578125
32.077;0.96112060546875
32.393;0.9611358642578125
32.802;0.96112060546875
32.902;0.9611358642578125
33.105;0.9648590087890625
33.416;0.96484375
33.534;0.9648590087890625
33.621;0.96484375
34.137;0.9648590087890625
34.242;0.96484375
34.341;0.9648590087890625
34.447;0.96484375
34.549;0.9648895263671875
34.649;0.964874267578125
34.751;0.9648590087890625
35.063;0.964874267578125
35.274;0.9648590087890625
35.372;0.9648895263671875
35.47;0.9648590087890625
35.576;0.96484375
35.678;0.964874267578125
35.883;0.9648590087890625
35.984;0.96484375
36.193;0.9648590087890625
36.5;0.964874267578125
36.602;0.9648590087890625
36.707;0.96484375
36.808;0.9648590087890625
37.424;0.96484375
37.735;0.9648590087890625
38.042;0.96484375
38.147;0.9648590087890625
38.254;0.96484375
38.351;0.9648590087890625
38.569;0.96484375
38.664;0.9648590087890625
38.765;0.96484375
38.868;0.9648590087890625
39.485;0.96484375
39.585;0.9648590087890625
39.791;0.96484375
40.1;0.9648590087890625
40.406;0.96484375
40.611;0.9648590087890625
40.924;0.96484375
41.027;0.9648590087890625
41.233;0.96484375
41.54;0.9648590087890625
41.744;0.96484375
42.156;0.9648590087890625
42.26;0.96484375
42.363;0.9648590087890625
42.671;0.96484375
42.879;0.9648590087890625
42.98;0.96484375
43.183;0.9648590087890625
43.292;0.96484375
43.389;0.9648590087890625
43.491;0.96484375
43.7;0.9648590087890625
43.801;0.96484375
44.005;0.9648590087890625
44.122;0.9648895263671875
44.313;0.964874267578125
44.417;0.9648895263671875
44.52;0.964874267578125
44.63;0.9648895263671875
44.724;0.96490478515625
44.832;0.9648895263671875
44.933;0.964874267578125
45.239;0.9648895263671875
45.446;0.964874267578125
45.551;0.9649200439453125
45.651;0.964874267578125
45.752;0.9649200439453125
45.962;0.96490478515625
46.062;0.9649200439453125
46.163;0.96490478515625
46.27;0.964874267578125
46.374;0.96490478515625
46.474;0.9648895263671875
46.575;0.964874267578125
46.678;0.9648895263671875
46.783;0.964874267578125
46.885;0.9648895263671875
46.988;0.96484375
47.196;0.9648590087890625
47.301;0.9648895263671875
47.503;0.9649200439453125
47.606;0.9649505615234375
47.705;0.96490478515625
47.813;0.9649505615234375
47.916;0.964935302734375
48.117;0.9649505615234375
48.224;0.964935302734375
48.431;0.9649200439453125
48.528;0.96490478515625
48.734;0.9649200439453125
48.841;0.96490478515625
48.945;0.9649200439453125
49.148;0.96490478515625
49.355;0.9649200439453125
49.661;0.96490478515625
49.766;0.9649200439453125
49.866;0.96490478515625
49.97;0.9649200439453125
50.074;0.96490478515625
50.175;0.9649200439453125
50.28;0.96490478515625
50.383;0.9649200439453125
50.482;0.96490478515625
50.586;0.964874267578125
50.692;0.9649200439453125
50.997;0.9648895263671875
51.101;0.9611358642578125
51.205;0.9572296142578125
51.511;0.95721435546875
51.614;0.9571075439453125
51.719;0.9572601318359375
51.826;0.957244873046875
51.924;0.95721435546875
52.026;0.9610137939453125
52.131;0.9610748291015625
52.256;0.9610595703125
52.338;0.9610443115234375
52.442;0.95721435546875
52.541;0.9571533203125
52.643;0.9571685791015625
52.757;0.9609527587890625
52.852;0.9609375
52.952;0.9609832763671875
53.263;0.9571990966796875
53.468;0.957244873046875
53.57;0.9610137939453125
53.775;0.9609527587890625
53.88;0.9609832763671875
53.983;0.961029052734375
54.082;0.9610137939453125
54.192;0.961029052734375
54.39;0.9610748291015625
54.495;0.9611053466796875
54.7;0.96112060546875
