sep=;time (Quelle1)
6.523;93.3746337890625
6.546;93.3746337890625
6.573;93.3746337890625
6.594;93.3746337890625
6.621;93.3761596679688
6.644;93.3761596679688
6.67;93.3761596679688
6.692;93.3761596679688
6.714;93.3761596679688
6.739;93.3761596679688
6.765;93.3761596679688
6.788;93.3761596679688
6.811;93.3761596679688
6.835;92.5796508789063
6.858;92.5796508789063
6.882;92.5796508789063
6.91;92.5796508789063
6.936;87.127685546875
6.956;87.127685546875
6.982;87.127685546875
7.005;87.127685546875
7.031;87.127685546875
7.05;85.1608276367188
7.077;85.1608276367188
7.102;85.1608276367188
7.122;85.1608276367188
7.15;84.7869873046875
7.17;84.7869873046875
7.195;84.7869873046875
7.22;84.7869873046875
7.248;93.3731079101563
7.267;93.3731079101563
7.291;93.3731079101563
7.316;93.3731079101563
7.339;93.3700561523438
7.363;93.3700561523438
7.389;93.3700561523438
7.412;93.3700561523438
7.436;93.3700561523438
7.458;93.3731079101563
7.484;93.3731079101563
7.507;93.3731079101563
7.531;93.3731079101563
7.557;93.37158203125
7.581;93.37158203125
7.605;93.37158203125
7.626;93.37158203125
7.652;93.3761596679688
7.675;93.3761596679688
7.7;93.3761596679688
7.721;93.3761596679688
7.748;93.3761596679688
7.77;93.3746337890625
7.795;93.3746337890625
7.817;93.3746337890625
7.844;93.3746337890625
7.867;93.3746337890625
7.889;93.3746337890625
7.914;93.3746337890625
7.941;93.3746337890625
7.967;93.3792114257813
7.991;93.3792114257813
8.017;93.3792114257813
8.04;93.3792114257813
8.063;93.377685546875
8.086;93.377685546875
8.114;93.377685546875
8.138;93.377685546875
8.162;93.377685546875
8.186;93.3807373046875
8.21;93.3807373046875
8.232;93.3807373046875
8.256;93.3807373046875
8.282;93.3807373046875
8.306;93.3807373046875
8.33;93.3807373046875
8.355;93.3807373046875
8.375;93.3822631835938
8.404;93.3822631835938
8.427;93.3822631835938
8.45;93.3822631835938
8.475;93.3822631835938
8.507;93.3822631835938
8.53;93.3822631835938
8.553;93.3822631835938
8.577;93.3807373046875
8.599;93.3807373046875
8.621;93.3807373046875
8.647;93.3807373046875
8.674;93.3807373046875
8.696;93.3822631835938
8.717;93.3822631835938
8.744;93.3822631835938
8.765;93.3822631835938
8.793;93.3807373046875
8.82;93.3807373046875
8.844;93.3807373046875
8.866;93.3807373046875
8.892;93.3822631835938
8.916;93.3822631835938
8.939;93.3822631835938
8.966;93.3822631835938
8.986;93.3807373046875
9.014;93.3807373046875
9.038;93.3807373046875
9.061;93.3807373046875
9.082;93.3807373046875
9.106;93.3822631835938
9.133;93.3822631835938
9.159;93.3822631835938
9.177;93.3822631835938
9.206;93.3822631835938
9.232;93.3822631835938
9.258;93.3822631835938
9.285;93.3822631835938
9.302;93.3807373046875
9.327;93.3807373046875
9.354;93.3807373046875
9.375;93.3807373046875
9.402;93.3822631835938
9.426;93.3822631835938
9.447;93.3822631835938
9.472;93.3822631835938
9.497;93.3822631835938
9.521;93.3822631835938
9.545;93.3822631835938
9.57;93.3822631835938
9.592;93.3822631835938
9.618;93.75
9.651;93.75
9.677;93.75
9.716;93.75
9.735;93.7515258789063
9.737;93.7515258789063
9.758;93.7515258789063
9.782;93.7515258789063
9.808;93.3822631835938
9.833;93.3822631835938
9.855;93.3822631835938
9.883;93.3822631835938
9.906;93.3822631835938
9.926;93.3822631835938
9.952;93.3822631835938
9.978;93.3822631835938
10.005;93.3822631835938
10.029;93.75
10.05;93.75
10.079;93.75
10.101;93.75
10.125;93.7515258789063
10.147;93.7515258789063
10.178;93.7515258789063
10.196;93.7515258789063
10.23;93.7515258789063
10.251;93.7515258789063
10.277;93.7515258789063
10.291;93.7515258789063
10.324;93.7515258789063
10.345;93.7515258789063
10.363;93.7515258789063
10.393;93.7515258789063
10.413;93.7515258789063
10.435;93.75
10.467;93.75
10.49;93.75
10.517;93.75
10.53;93.7515258789063
10.559;93.7515258789063
10.579;93.7515258789063
10.61;93.7515258789063
10.631;93.7515258789063
10.65;93.7515258789063
10.679;93.7515258789063
10.699;93.7515258789063
10.725;93.7515258789063
10.746;93.7515258789063
10.77;93.7515258789063
10.804;93.7515258789063
10.825;93.7515258789063
10.848;93.7515258789063
10.876;93.7515258789063
10.898;93.7515258789063
10.919;93.7515258789063
10.943;93.75
10.977;93.75
10.995;93.75
11.021;93.75
11.048;93.3822631835938
11.075;93.3822631835938
11.09;93.3822631835938
11.112;93.3822631835938
11.136;93.3822631835938
11.167;93.75
11.19;93.75
11.213;93.75
11.235;93.75
11.272;93.7515258789063
11.288;93.7515258789063
11.311;93.7515258789063
11.334;93.7515258789063
11.358;93.7515258789063
11.379;93.7515258789063
11.411;93.7515258789063
11.432;93.7515258789063
11.456;93.7515258789063
11.479;93.7515258789063
11.502;93.7515258789063
11.532;93.7515258789063
11.557;93.7515258789063
11.578;93.75
11.602;93.75
11.621;93.75
11.652;93.75
11.672;93.3822631835938
11.695;93.3822631835938
11.728;93.3822631835938
11.749;93.3822631835938
11.777;93.75
11.791;93.75
11.823;93.75
11.844;93.75
11.866;93.7515258789063
11.889;93.7515258789063
11.91;93.7515258789063
11.935;93.7515258789063
11.962;93.7515258789063
11.983;93.7515258789063
12.009;93.7515258789063
12.041;93.7515258789063
12.06;93.7515258789063
12.082;93.3807373046875
12.119;93.3807373046875
12.132;93.3807373046875
12.155;93.3807373046875
12.18;93.3822631835938
12.212;93.3822631835938
12.234;93.3822631835938
12.255;93.3822631835938
12.274;93.3822631835938
12.298;93.3822631835938
12.327;93.3822631835938
12.353;93.3822631835938
12.374;93.3822631835938
12.403;93.3822631835938
12.424;93.3822631835938
12.446;93.3822631835938
12.47;93.3822631835938
12.498;93.3822631835938
12.525;93.3822631835938
12.552;93.3822631835938
12.576;93.3822631835938
12.592;93.3807373046875
12.625;93.3807373046875
12.64;93.3807373046875
12.669;93.3807373046875
12.692;93.3807373046875
12.709;93.3807373046875
12.739;93.3807373046875
12.759;93.3807373046875
12.785;93.3807373046875
12.807;93.3822631835938
12.832;93.3822631835938
12.854;93.3822631835938
12.881;93.3822631835938
12.905;93.377685546875
12.93;93.377685546875
12.954;93.377685546875
12.978;93.377685546875
13.004;93.3807373046875
13.03;93.3807373046875
13.049;93.3807373046875
13.076;93.3807373046875
13.098;93.3807373046875
13.127;93.3807373046875
13.148;93.3807373046875
13.17;93.3807373046875
13.206;93.3807373046875
13.229;93.3807373046875
13.317;93.3807373046875
13.318;93.3807373046875
13.33;93.3807373046875
13.331;93.3822631835938
13.346;93.3822631835938
13.365;93.3822631835938
13.39;93.3822631835938
13.415;93.3822631835938
13.445;93.3822631835938
13.468;93.3822631835938
13.488;93.3822631835938
13.512;93.3822631835938
13.537;93.3822631835938
13.562;93.3822631835938
13.583;93.3822631835938
13.614;93.3807373046875
13.636;93.3807373046875
13.656;93.3807373046875
13.685;93.3807373046875
13.718;93.3807373046875
13.73;93.3822631835938
13.76;93.3822631835938
13.79;93.3822631835938
13.81;93.3822631835938
13.836;93.3822631835938
13.855;93.3822631835938
13.875;93.3822631835938
13.902;93.3822631835938
13.927;93.3807373046875
13.947;93.3807373046875
13.978;93.3807373046875
14;93.3807373046875
14.019;93.3822631835938
14.042;93.3822631835938
14.066;93.3822631835938
14.095;93.3822631835938
14.115;93.3822631835938
14.138;93.3822631835938
14.169;93.3822631835938
14.19;93.3822631835938
14.224;93.3822631835938
14.239;93.3822631835938
14.268;93.3822631835938
14.286;93.3822631835938
14.307;93.3822631835938
14.342;93.3807373046875
14.354;93.3807373046875
14.387;93.3807373046875
14.408;93.3807373046875
14.429;93.3807373046875
14.454;93.3807373046875
14.483;93.3807373046875
14.504;93.3807373046875
14.537;93.3807373046875
14.552;93.3807373046875
14.578;93.3807373046875
14.606;93.3807373046875
14.627;93.3807373046875
14.651;93.3807373046875
14.678;93.3807373046875
14.699;93.3807373046875
14.719;93.3807373046875
14.743;93.3822631835938
14.77;93.3822631835938
14.799;93.3822631835938
14.818;93.3822631835938
14.853;93.3822631835938
14.864;93.3807373046875
14.896;93.3807373046875
14.917;93.3807373046875
14.935;93.3807373046875
14.965;93.3822631835938
14.985;93.3822631835938
15.012;93.3822631835938
15.034;93.3822631835938
15.057;93.3822631835938
15.08;93.3822631835938
15.102;93.3822631835938
15.134;93.3822631835938
15.158;93.3807373046875
15.182;93.3807373046875
15.204;93.3807373046875
15.226;93.3807373046875
15.247;93.3807373046875
15.277;93.75
15.296;93.75
15.319;93.75
15.342;93.75
15.366;93.3822631835938
15.391;93.3822631835938
15.414;93.3822631835938
15.444;93.3822631835938
15.47;93.3807373046875
15.495;93.3807373046875
15.519;93.3807373046875
15.544;93.3807373046875
15.558;93.3807373046875
15.59;93.3807373046875
15.609;93.3807373046875
15.637;93.3807373046875
15.657;93.3807373046875
15.678;93.3807373046875
15.709;93.3807373046875
15.73;93.3807373046875
15.75;93.3807373046875
15.779;93.3822631835938
15.801;93.3822631835938
15.829;93.3822631835938
15.848;93.3822631835938
15.878;93.3807373046875
15.896;93.3807373046875
15.924;93.3807373046875
15.943;93.3807373046875
15.975;93.3807373046875
15.994;93.3822631835938
16.017;93.3822631835938
16.051;93.3822631835938
16.072;93.3822631835938
16.122;93.3822631835938
16.179;93.3822631835938
16.181;93.3822631835938
16.191;93.3822631835938
16.192;93.3822631835938
16.214;93.3822631835938
16.235;93.3822631835938
16.26;93.3822631835938
16.284;93.3807373046875
16.307;93.3807373046875
16.329;93.3807373046875
16.354;93.3807373046875
16.382;93.3807373046875
16.403;93.3822631835938
16.43;93.3822631835938
16.449;93.3822631835938
16.475;93.3822631835938
16.507;93.3807373046875
16.528;93.3807373046875
16.562;93.3807373046875
16.577;93.3807373046875
16.599;93.3746337890625
16.627;93.3746337890625
16.646;93.3746337890625
16.676;93.3746337890625
16.701;92.5872802734375
16.724;92.5872802734375
16.744;92.5872802734375
16.773;92.5872802734375
16.804;92.5872802734375
16.814;86.328125
16.847;86.328125
16.872;86.328125
16.893;86.328125
16.926;84.3917846679688
16.943;84.3917846679688
16.961;84.3917846679688
16.993;84.3917846679688
17.015;83.5983276367188
17.035;83.5983276367188
17.069;83.5983276367188
17.082;83.5983276367188
17.107;93.3685302734375
17.13;93.3685302734375
17.157;93.3685302734375
17.18;93.3685302734375
17.206;93.3685302734375
17.228;93.3670043945313
17.253;93.3670043945313
17.277;93.3670043945313
17.297;93.3670043945313
17.327;93.3670043945313
17.349;93.3670043945313
17.371;93.3670043945313
17.4;93.3670043945313
17.422;93.3685302734375
17.447;93.3685302734375
17.468;93.3685302734375
17.495;93.3685302734375
17.523;93.3761596679688
17.541;93.3761596679688
17.564;93.3761596679688
17.588;93.3761596679688
17.612;93.3761596679688
17.639;93.3792114257813
17.666;93.3792114257813
17.686;93.3792114257813
17.712;93.3792114257813
17.734;93.3792114257813
17.762;93.3792114257813
17.789;93.3792114257813
17.807;93.3792114257813
17.832;93.3807373046875
17.859;93.3807373046875
17.879;93.3807373046875
17.904;93.3807373046875
17.929;93.3807373046875
17.957;93.3807373046875
17.976;93.3807373046875
18.003;93.3807373046875
18.025;93.3807373046875
18.052;93.3822631835938
18.074;93.3822631835938
18.101;93.3822631835938
18.131;93.3822631835938
18.148;93.3822631835938
18.172;93.3822631835938
18.199;93.3822631835938
18.221;93.3822631835938
18.243;93.3807373046875
18.285;93.3807373046875
18.291;93.3807373046875
18.313;93.3807373046875
18.343;93.3822631835938
18.363;93.3822631835938
18.39;93.3822631835938
18.41;93.3822631835938
18.446;93.3822631835938
18.461;93.3822631835938
18.488;93.3822631835938
18.51;93.3822631835938
18.532;93.3822631835938
18.556;93.7515258789063
18.579;93.7515258789063
18.605;93.7515258789063
18.631;93.7515258789063
18.649;93.7515258789063
18.674;93.7515258789063
18.697;93.7515258789063
18.726;93.7515258789063
18.763;93.75
18.784;93.75
18.795;93.75
18.825;93.75
18.844;93.75
18.868;93.75
18.9;93.75
18.919;93.75
18.946;93.75
18.966;93.7515258789063
18.988;93.7515258789063
19.019;93.7515258789063
19.043;93.7515258789063
19.068;93.75
19.088;93.75
19.114;93.75
19.137;93.75
19.159;93.75
19.186;93.75
19.21;93.75
19.234;93.75
19.263;93.75
19.278;93.7515258789063
19.299;93.7515258789063
19.332;93.7515258789063
19.353;93.7515258789063
19.374;93.7515258789063
19.397;93.7515258789063
19.427;93.7515258789063
19.448;93.7515258789063
19.48;93.7515258789063
19.501;93.7515258789063
19.52;93.7515258789063
19.542;93.7515258789063
19.57;93.7515258789063
19.591;93.7515258789063
19.621;93.7515258789063
19.645;93.7515258789063
19.663;93.7515258789063
19.699;93.75
19.751;93.75
19.768;93.75
19.769;93.75
19.786;93.7515258789063
19.812;93.7515258789063
19.837;93.7515258789063
19.858;93.7515258789063
19.882;93.3807373046875
19.908;93.3807373046875
19.931;93.3807373046875
19.96;93.3807373046875
19.981;93.75
20.002;93.75
20.026;93.75
20.052;93.75
20.078;93.75
20.105;93.7515258789063
20.128;93.7515258789063
20.153;93.7515258789063
20.175;93.7515258789063
20.198;93.3822631835938
20.222;93.3822631835938
20.246;93.3822631835938
20.273;93.3822631835938
20.296;93.3807373046875
20.319;93.3807373046875
20.342;93.3807373046875
20.372;93.3807373046875
20.394;93.3807373046875
20.42;93.3807373046875
20.441;93.3807373046875
20.47;93.3807373046875
20.489;93.3807373046875
20.511;93.3822631835938
20.535;93.3822631835938
20.563;93.3822631835938
20.584;93.3822631835938
20.609;93.3822631835938
20.634;93.3822631835938
20.662;93.3822631835938
20.681;93.3822631835938
20.708;93.3822631835938
20.73;93.3822631835938
20.754;93.3822631835938
20.776;93.3822631835938
20.798;93.3822631835938
20.822;93.3807373046875
20.848;93.3807373046875
20.877;93.3807373046875
20.898;93.3807373046875
20.925;93.3807373046875
20.954;93.3807373046875
20.972;93.3807373046875
20.992;93.3807373046875
21.029;93.3807373046875
21.041;93.3807373046875
21.065;93.3807373046875
21.092;93.3807373046875
21.113;93.3822631835938
21.137;93.3822631835938
21.169;93.3822631835938
21.19;93.3822631835938
21.211;93.3822631835938
21.232;93.3807373046875
21.267;93.3807373046875
21.279;93.3807373046875
21.303;93.3807373046875
21.334;93.3807373046875
21.352;93.3807373046875
21.379;93.3807373046875
21.413;93.3807373046875
21.43;93.3807373046875
21.45;93.3807373046875
21.479;93.3807373046875
21.502;93.3807373046875
21.531;93.3807373046875
21.551;93.3807373046875
21.576;93.3807373046875
21.595;93.3807373046875
21.623;93.3807373046875
21.644;93.3822631835938
21.672;93.3822631835938
21.693;93.3822631835938
21.718;93.3822631835938
21.74;93.3822631835938
21.765;93.3822631835938
21.796;93.3822631835938
21.814;93.3822631835938
21.843;93.3822631835938
21.867;93.3822631835938
21.886;93.3822631835938
21.922;93.3822631835938
21.943;93.3822631835938
21.96;93.3822631835938
21.991;93.3822631835938
22.009;93.3822631835938
22.033;93.3822631835938
22.062;93.3822631835938
22.081;93.3822631835938
22.103;93.3822631835938
22.125;93.3822631835938
22.159;93.3807373046875
22.181;93.3807373046875
22.209;93.3807373046875
22.234;93.3807373046875
22.252;93.3822631835938
22.275;93.3822631835938
22.305;93.3822631835938
22.323;93.3822631835938
22.355;93.3807373046875
22.374;93.3807373046875
22.397;93.3807373046875
22.417;93.3807373046875
22.451;93.3807373046875
22.471;93.3822631835938
22.497;93.3822631835938
22.516;93.3822631835938
22.539;93.3822631835938
22.563;93.3822631835938
22.587;93.3822631835938
22.616;93.3822631835938
22.644;93.3822631835938
22.661;93.3807373046875
22.691;93.3807373046875
22.711;93.3807373046875
22.734;93.3807373046875
22.759;93.3807373046875
22.783;93.3807373046875
22.807;93.3807373046875
22.831;93.3807373046875
22.855;93.3807373046875
22.88;93.3807373046875
22.904;93.3807373046875
22.927;93.3807373046875
22.95;93.3807373046875
22.974;93.3822631835938
22.999;93.3822631835938
23.028;93.3822631835938
23.052;93.3822631835938
23.076;93.3822631835938
23.101;93.3822631835938
23.125;93.3822631835938
23.153;93.3822631835938
23.175;93.7515258789063
23.198;93.7515258789063
23.223;93.7515258789063
23.249;93.7515258789063
23.271;93.3807373046875
23.301;93.3807373046875
23.32;93.3807373046875
23.349;93.3807373046875
23.371;93.3807373046875
23.393;93.3807373046875
23.424;93.3807373046875
23.445;93.3807373046875
23.468;93.3807373046875
23.497;93.3822631835938
23.522;93.3822631835938
23.55;93.3822631835938
23.567;93.3822631835938
23.598;93.7515258789063
23.612;93.7515258789063
23.639;93.7515258789063
23.659;93.7515258789063
23.686;93.7515258789063
23.707;93.7515258789063
23.734;93.7515258789063
23.761;93.7515258789063
23.779;93.7515258789063
23.806;93.75
23.833;93.75
23.854;93.75
23.88;93.75
23.903;93.7515258789063
23.929;93.7515258789063
23.95;93.7515258789063
23.977;93.7515258789063
23.999;93.7515258789063
24.025;93.7515258789063
24.045;93.7515258789063
24.072;93.7515258789063
24.127;93.75
24.186;93.75
24.187;93.75
24.196;93.75
24.197;93.75
24.217;93.75
24.247;93.75
24.268;93.75
24.298;93.75
24.321;93.75
24.343;93.75
24.364;93.75
24.391;93.75
24.413;93.7515258789063
24.433;93.7515258789063
24.463;93.7515258789063
24.484;93.7515258789063
24.509;93.7515258789063
24.533;93.7515258789063
24.554;93.7515258789063
24.582;93.7515258789063
24.603;93.7515258789063
24.634;93.75
24.657;93.75
24.677;93.75
24.707;93.75
24.731;93.75
24.752;93.75
24.779;93.75
24.798;93.75
24.818;93.7515258789063
24.849;93.7515258789063
24.867;93.7515258789063
24.898;93.7515258789063
24.917;93.7545776367188
24.938;93.7545776367188
24.967;93.7545776367188
24.988;93.7545776367188
25.016;93.7545776367188
25.039;93.7545776367188
25.064;93.7545776367188
25.087;93.7545776367188
25.117;93.7545776367188
25.133;93.7545776367188
25.168;93.7545776367188
25.188;93.7545776367188
25.218;93.7545776367188
25.25;93.7545776367188
25.267;93.7545776367188
25.287;93.7545776367188
25.301;93.7545776367188
25.33;93.7530517578125
25.359;93.7530517578125
25.375;93.7530517578125
25.403;93.7530517578125
25.437;93.7530517578125
25.454;93.7545776367188
25.48;93.7545776367188
25.506;93.7545776367188
25.525;93.7545776367188
25.558;93.7545776367188
25.576;93.7545776367188
25.6;93.7545776367188
25.626;93.7545776367188
25.644;93.7530517578125
25.67;93.7530517578125
25.692;93.7530517578125
25.714;93.7530517578125
25.743;93.7530517578125
25.765;93.7530517578125
25.786;93.7530517578125
25.811;93.7530517578125
25.835;93.7530517578125
25.862;93.75
25.883;93.75
25.91;93.75
25.929;93.75
25.958;93.7545776367188
25.977;93.7545776367188
26.004;93.7545776367188
26.03;93.7545776367188
26.052;93.7545776367188
26.079;93.7545776367188
26.102;93.7545776367188
26.122;93.7545776367188
26.146;93.7515258789063
26.172;93.7515258789063
26.193;93.7515258789063
26.22;93.7515258789063
26.248;93.7515258789063
26.267;93.75
26.292;93.75
26.315;93.75
26.342;93.75
26.364;93.75
26.389;93.75
26.412;93.75
26.434;93.75
26.462;93.3761596679688
26.483;93.3761596679688
26.508;93.3761596679688
26.531;93.3761596679688
26.558;93.3761596679688
26.584;89.46533203125
26.603;89.46533203125
26.633;89.46533203125
26.658;89.46533203125
26.686;86.3311767578125
26.706;86.3311767578125
26.726;86.3311767578125
26.758;86.3311767578125
26.779;84.7702026367188
26.798;84.7702026367188
26.828;84.7702026367188
26.85;84.7702026367188
26.874;91.8060302734375
26.894;91.8060302734375
26.922;91.8060302734375
26.953;91.8060302734375
26.974;91.8060302734375
26.993;93.377685546875
27.022;93.377685546875
27.04;93.377685546875
27.068;93.377685546875
27.09;93.3761596679688
27.111;93.3761596679688
27.142;93.3761596679688
27.165;93.3761596679688
27.19;93.377685546875
27.211;93.377685546875
27.242;93.377685546875
27.259;93.377685546875
27.284;93.3807373046875
27.308;93.3807373046875
27.332;93.3807373046875
27.354;93.3807373046875
27.379;93.3807373046875
27.405;93.3807373046875
27.426;93.3807373046875
27.457;93.3807373046875
27.479;93.3807373046875
27.511;93.75
27.533;93.75
27.557;93.75
27.579;93.75
27.604;93.75
27.624;93.75
27.654;93.75
27.678;93.75
27.701;93.75
27.722;93.75
27.75;93.75
27.775;93.75
27.798;93.75
27.819;93.75
27.839;93.75
27.865;93.75
27.898;93.75
27.919;93.7515258789063
27.939;93.7515258789063
27.97;93.7515258789063
27.99;93.7515258789063
28.011;93.75
28.04;93.75
28.06;93.75
28.089;93.75
28.115;93.7515258789063
28.135;93.7515258789063
28.154;93.7515258789063
28.201;93.7515258789063
28.242;93.7515258789063
28.245;93.7515258789063
28.278;93.7515258789063
28.288;93.7515258789063
28.301;93.7515258789063
28.322;93.75
28.349;93.75
28.373;93.75
28.393;93.75
28.423;93.7515258789063
28.445;93.7515258789063
28.466;93.7515258789063
28.492;93.7515258789063
28.515;93.7515258789063
28.541;93.7515258789063
28.562;93.7515258789063
28.587;93.7515258789063
28.61;93.7515258789063
28.639;93.7515258789063
28.659;93.7515258789063
28.685;93.7515258789063
28.714;93.7515258789063
28.742;93.75
28.765;93.75
28.785;93.75
28.814;93.75
28.835;93.75
28.855;93.75
28.878;93.75
28.91;93.75
28.933;93.75
28.955;93.75
28.974;93.75
29.005;93.75
29.024;93.75
29.048;93.7515258789063
29.076;93.7515258789063
29.099;93.7515258789063
29.117;93.7515258789063
29.141;93.75
29.174;93.75
29.201;93.75
29.223;93.75
29.242;93.75
29.274;93.75
29.297;93.75
29.317;93.75
29.34;93.7515258789063
29.37;93.7515258789063
29.39;93.7515258789063
29.409;93.7515258789063
29.444;93.7515258789063
